"task"	"profile"	"context"	"memory_uid"	"fixture_id"	"locator"	"audiences"	"verified"	"impact_en"	"impact_ko"
"2"	"task-2-proposal-authority"	"advisor1/structure"	"2312cb6e-4f50-56f5-b725-ba5e45697a73"	"T2-L-095"	"structure/subheading-return-path"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/structure"	"1d90043b-f010-5a14-9493-77f636c13975"	"T2-L-096"	"structure/subheading-omission-signal"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/structure"	"b77fe6ec-676b-5bb9-9119-45aefea2aa27"	"T2-L-097"	"structure/reader-heading-scan-observation"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/emphasis"	"4a1de8df-6f03-5a3d-bbfa-7c1144d2ec5c"	"T2-L-003"	"emphasis/contribution-count"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/emphasis"	"b5b6a901-9047-5482-a0e1-d29e5f7171e8"	"T2-L-051"	"emphasis/contribution-naming"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/emphasis"	"e89de514-48a5-5e9b-96ca-f194c0ed79ab"	"T2-L-013"	"emphasis/recruitment-primary-constraint"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/emphasis"	"f7025cbb-4005-53c6-9031-e33f04a86b92"	"T2-L-073"	"emphasis/recruitment-secondary-constraint"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/style"	"33503d41-7b99-5526-a028-0a1a20652c0d"	"T2-L-026"	"style/em-dash-avoidance"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/emphasis"	"a42891a1-b674-5747-a77c-43699b0b9723"	"T2-L-055"	"emphasis/reviewer-contribution-capacity"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/emphasis"	"9d7169d5-058f-5f7c-b1ac-30cabd8ba02e"	"T2-L-098"	"emphasis/formative-decision-priority"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/emphasis"	"f8931b4e-9656-548d-84a1-f2f2c3eb47b1"	"T2-L-099"	"emphasis/transferable-knowledge-priority"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/emphasis"	"9bf9e735-7598-5977-abe2-87b2c9c38a24"	"T2-L-100"	"emphasis/formative-evaluation-function"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/style"	"79437c17-1f08-5188-8177-c622429dc4f9"	"T2-L-101"	"style/author-compound-sentence-tendency"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/claim-evidence"	"06f6c673-ea0c-5657-89d2-3f8711097cd7"	"T2-L-004"	"claim-evidence/evidence-adjacency"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/claim-evidence"	"58991ce7-d394-5087-b14f-0b014b0ec6ad"	"T2-L-005"	"claim-evidence/observation-prediction-status"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/expression"	"51fa3fcc-9d5f-52f0-809d-62d7cdd8a865"	"T2-L-009"	"expression/flow-diagram-choice"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/expression"	"e686bd4d-3ebd-5e55-ba39-f26971247965"	"T2-L-085"	"expression/flow-diagram-branches"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/claim-evidence"	"f5adf029-a750-5a3a-8eb8-d68e43bb5c13"	"T2-L-010"	"claim-evidence/causal-language"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/claim-evidence"	"b2a7ff8a-dfca-5857-8733-fe03cbd943ec"	"T2-L-012"	"claim-evidence/source-priority"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/claim-evidence"	"1f0c95f4-69bb-5764-a358-d428ff7019d2"	"T2-L-027"	"claim-evidence/design-rationale"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/claim-evidence"	"cd475113-5354-5f80-b063-7628e4359afc"	"T2-L-041"	"claim-evidence/direct-evidence"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/claim-evidence"	"86fe1306-7650-58cc-a3df-79870c61784d"	"T2-L-056"	"claim-evidence/reviewer-evidence-order"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/claim-evidence"	"5d022e45-09c0-515e-98f1-68b2aec686bc"	"T2-L-102"	"claim-evidence/conceptual-claim-observation-chain"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/claim-evidence"	"9939e9e8-d97d-57db-974a-750566ca9e2b"	"T2-L-103"	"claim-evidence/formative-finding-decision"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/claim-evidence"	"41060e8e-95ff-58c1-8b71-36a501a9bd23"	"T2-L-104"	"claim-evidence/formative-evidence-limit"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/claim-evidence"	"ec54ce10-07db-5ae3-94a5-8f3621fed4a9"	"T2-L-105"	"claim-evidence/advisor-claim-threshold"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/style"	"807a906c-d519-59b1-8406-43c8015ef068"	"T2-L-019"	"style/first-person-responsibility"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/style"	"e463a3b5-263f-58da-9895-242965892e60"	"T2-L-020"	"style/confirmed-procedure-status"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/style"	"fef78af8-1774-5da0-8345-571eb8c9cc3c"	"T2-L-052"	"style/unconfirmed-procedure-status"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/style"	"ff8f0b12-9df4-5968-90b2-cd8d971dcc1b"	"T2-L-057"	"style/reviewer-passive-voice-impression"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/style"	"6c282ef7-4326-5d69-a7c4-d3f4f3a3a508"	"T2-L-106"	"style/first-person-choice-boundary"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/style"	"58565355-bec5-5b2b-89ed-f0b8cab0351a"	"T2-L-107"	"style/first-person-pronoun-consistency"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/style"	"bec16e02-b267-50b8-9c0e-964184f2a6b4"	"T2-L-108"	"style/author-passive-commitment-tendency"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/terminology"	"949a884d-b348-5fa0-b1dd-adbebafe10a9"	"T2-L-006"	"terminology/term-consistency"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/terminology"	"2f484151-b5fc-51a9-8a88-b30a403617b3"	"T2-L-021"	"terminology/abbreviation-eligibility"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/terminology"	"21131a6f-d35c-51e3-895f-46cd21a3b566"	"T2-L-082"	"terminology/abbreviation-definition"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/terminology"	"e02c3110-05c4-58a4-8d76-c8fd2426a0d5"	"T2-L-042"	"terminology/participant-role-language"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/terminology"	"af028910-e48b-5605-b92b-9378bdfa525c"	"T2-L-058"	"terminology/reviewer-undefined-abbreviation"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/terminology"	"39792d18-2be0-5135-a063-c5213247d330"	"T2-L-109"	"terminology/formative-summative-distinction"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/terminology"	"bcaa8c30-ca6e-5b9f-af93-88513a2f16b1"	"T2-L-110"	"terminology/advisor-contribution-term-check"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/terminology"	"82ad9fe2-4063-5e89-9097-c975aa2920cb"	"T2-L-111"	"terminology/design-principle-scope"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/expression"	"019662a9-6f03-527f-9b6d-be5a2966d9e9"	"T2-L-033"	"expression/prototype-fidelity-separation"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/expression"	"a6dfe9a7-1df8-561f-8d3e-fc19518beca9"	"T2-L-081"	"expression/interaction-state-change"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/expression"	"7047a23d-45b3-5d5c-a00b-c12552e9680d"	"T2-L-059"	"expression/reviewer-caption-scan"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/expression"	"50a71968-7e3f-5b99-b3fa-769af386d0c0"	"T2-L-112"	"expression/flow-diagram-overview"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/expression"	"ae1610f6-a855-56c1-a0fb-fd3207dab615"	"T2-L-113"	"expression/flow-diagram-redraw-cost"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/expression"	"d2825b84-b4a6-58c9-8f8e-9e19c6192a03"	"T2-L-114"	"expression/reviewer-visual-scan-observation"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/methods"	"c8bcefee-c64a-5a1f-911c-502cc4522701"	"T2-L-007"	"methods/question-evidence-analysis"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/style"	"cc860653-ad91-52f8-91db-5b26371dca0a"	"T2-L-014"	"style/short-sentence-rule"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/style"	"af0d191d-d23e-562b-997b-b1024dacefda"	"T2-L-074"	"style/one-claim-sentences"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/methods"	"8747b27e-6c2b-5498-9eac-c403e26101a6"	"T2-L-016"	"methods/preregistration-change-condition"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/methods"	"c3ad4ad8-4c5c-54c5-8d65-2dae15fa69a0"	"T2-L-075"	"methods/preregistration-change-record"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/methods"	"df53a41c-2fbf-532a-a5b0-560a196bf5cb"	"T2-L-022"	"methods/exact-target"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/methods"	"24d49198-fd7b-5810-bc56-1910a796f76e"	"T2-L-028"	"methods/data-collection-tool"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/methods"	"2f367cf3-50c5-59bc-972e-6173e56343ac"	"T2-L-076"	"methods/data-collection-timing"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/methods"	"91db3bd1-4417-5db6-b7a6-3e79c87ebe88"	"T2-L-034"	"methods/exact-target-review"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/methods"	"49746579-92d7-51ea-b158-7d770443d101"	"T2-L-036"	"methods/prototype-error-observation"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/methods"	"20d116ab-f9cc-5f61-808b-8555da09d707"	"T2-L-086"	"methods/prototype-instability-safety"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/methods"	"881bc037-c099-50e4-b7e0-d38fba5146c9"	"T2-L-060"	"methods/reviewer-answerability-trace"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/methods"	"9a969676-6093-5fac-bda8-92ebdac70c37"	"T2-L-069"	"methods/author-feature-contribution-assumption"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/methods"	"0ecc319a-ae60-5510-883d-52e613138164"	"T2-L-115"	"methods/exact-target-resource-fit"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/methods"	"c4dfdb65-e673-52c0-a40c-e909d6014e00"	"T2-L-116"	"methods/exact-target-shortfall"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/methods"	"a7c3a123-3f05-52e0-b33e-c450d1a070ac"	"T2-L-117"	"methods/author-range-deferral"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/style"	"13dc50e1-ecaa-504e-a602-7a10a09d5484"	"T2-L-118"	"style/author-em-dash-tendency"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/style"	"358230d3-9ff0-51b9-9bf6-0752a2d9845a"	"T2-L-119"	"style/em-dash-authorship-suspicion"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/evaluation"	"a50f6ecb-de38-5769-8a6e-23b84a7eb35c"	"T2-L-043"	"evaluation/primary-measure"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/evaluation"	"44c61beb-24a2-584a-ad96-e622690d8171"	"T2-L-061"	"evaluation/panel-primary-measure"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/evaluation"	"23202824-b576-5d77-b591-8b4cc0757632"	"T2-L-120"	"evaluation/formative-diagnostic-measures"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/evaluation"	"65ae88bf-8002-5ada-8590-eaf345b38863"	"T2-L-121"	"evaluation/design-alternative-contrast"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/evaluation"	"79af5e5f-4868-5e76-bcd5-3f8e1d6a0bd1"	"T2-L-122"	"evaluation/conceptual-transfer-check"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/evaluation"	"3a65fc8b-a5b4-50fc-a60e-fc6f3fc44547"	"T2-L-123"	"evaluation/lab-behavior-boundary"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/ethics"	"e93ea2ee-a8b0-5f3d-b6fd-c76f385eef50"	"T2-L-008"	"ethics/burden-mitigation"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/ethics"	"6ecf6a7b-f4e9-5d96-a52c-520197d4a2a6"	"T2-L-029"	"ethics/accessibility-accommodation"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/ethics"	"bc41fce0-dbfc-5d23-9d97-9f81531c098c"	"T2-L-077"	"ethics/accommodation-delivery"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/ethics"	"9768e0d9-ef46-52a4-af04-8f6ca3c176c5"	"T2-L-030"	"ethics/identifier-separation"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/ethics"	"e874407e-4d36-55a6-949e-44e5944f1bb4"	"T2-L-037"	"ethics/equipment-loan"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/ethics"	"df16dca6-0b48-5753-aa18-7e5524187a1e"	"T2-L-078"	"ethics/equipment-return"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/ethics"	"7d0b3072-7bac-5bc6-9c79-acc808c38f1f"	"T2-L-062"	"ethics/ethics-reviewer-mitigation"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/ethics"	"407a4c1c-c333-5764-8d89-252bed150f99"	"T2-L-124"	"ethics/formative-prototype-disclosure"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/ethics"	"28646fd3-54af-51f9-97da-ad9489ecda79"	"T2-L-125"	"ethics/iteration-burden-limit"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/ethics"	"218aafb6-9332-5693-a2e7-c7777dc64de7"	"T2-L-126"	"ethics/author-benefit-emphasis"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/ethics"	"1ecb7268-f77a-5643-a456-357df6cd8f6e"	"T2-L-127"	"ethics/authority-demand-effect"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/scope"	"e594a6ab-81e9-5e5f-8ef5-e6bb8f3760d7"	"T2-L-025"	"scope/generalization-boundary"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/scope"	"31cdacff-7c49-547d-9f97-598a07b67fb6"	"T2-L-063"	"scope/reviewer-generalization-boundary"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/scope"	"1459d986-4dc9-51f3-bf13-dbb0b07045c8"	"T2-L-128"	"scope/conceptual-transfer-conditions"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/scope"	"1db5fcd6-f93c-5630-9810-053c10b5ceba"	"T2-L-129"	"scope/analytic-generalization"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/scope"	"fd29c315-521f-53c0-add5-c668ec318a43"	"T2-L-130"	"scope/author-population-expansion-tendency"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/safety"	"9d6f5228-d182-571a-83d2-6a67becb7736"	"T2-L-038"	"safety/escalation-order"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/safety"	"00ed485d-66c2-59ad-9c5b-9ae445412690"	"T2-L-064"	"safety/staff-escalation-reliance"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/safety"	"9c6e1561-f671-52cb-aa67-245cc4987ad4"	"T2-L-131"	"safety/formative-stop-rule"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/safety"	"2381ecf7-2b11-583d-91d9-0a5cfc279ba1"	"T2-L-132"	"safety/unsafe-iteration-exclusion"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/safety"	"c5ce1b00-36d9-5cdd-a318-93b88ca0e322"	"T2-L-133"	"safety/prototype-recovery-limit"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/feasibility"	"b150c774-27f6-5ec8-8cb9-9a00be19ce9b"	"T2-L-039"	"feasibility/unverified-schedule-assumption"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/feasibility"	"6c7d14ed-67e5-56ff-befb-7648b95aa7a3"	"T2-L-087"	"feasibility/unverified-recruitment-assumption"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/feasibility"	"00bf39b5-fe97-5fd0-b579-a5c13b5e6af7"	"T2-L-088"	"feasibility/unverified-technical-assumption"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/feasibility"	"3ae97c88-7537-5733-b48d-e02c9283f486"	"T2-L-044"	"feasibility/resource-traceability"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/feasibility"	"e2b5c1f0-97c2-5d46-af80-993d8d5606c9"	"T2-L-065"	"feasibility/operations-staff-check"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/feasibility"	"f636b400-d3a2-5873-bf5b-c990b0f7ea42"	"T2-L-089"	"feasibility/operations-equipment-check"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/feasibility"	"49385488-2315-51bc-bea0-749a1aea52f1"	"T2-L-090"	"feasibility/operations-time-check"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/feasibility"	"f1c22a48-9d8d-5e82-9837-690d66e719db"	"T2-L-134"	"feasibility/iteration-count-resource-fit"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/feasibility"	"4d69f030-0dc0-5df7-a153-0b595a3f68de"	"T2-L-135"	"feasibility/minimum-testable-prototype"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/feasibility"	"152f8621-f5fb-5c5e-a961-1fde77ed0bb3"	"T2-L-136"	"feasibility/advisor-iteration-evidence"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/feasibility"	"1877a138-31f6-59a5-b666-ae57985f540d"	"T2-L-137"	"feasibility/recruitment-turnaround"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/reproducibility"	"fb400759-63ed-568a-b94e-5f0c2fe94b67"	"T2-L-035"	"reproducibility/software-version-assessability"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/reproducibility"	"e52e8470-6419-5306-9ddd-00a86003dcf3"	"T2-L-138"	"reproducibility/design-alternative-specification"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/reproducibility"	"8f4edf8c-491d-56fe-bde4-d9ce25d6de50"	"T2-L-139"	"reproducibility/formative-decision-trail"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/reproducibility"	"87662a7e-ffc7-521a-a06c-7db8184377e8"	"T2-L-140"	"reproducibility/advisor-iteration-trace"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/budget"	"05e0261e-5c52-5030-8176-0f02d4522931"	"T2-L-023"	"budget/main-text-rationale"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/budget"	"1083e9b3-698a-57b1-91ab-ce04cec1e5e5"	"T2-L-031"	"budget/main-text-activity-link"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/budget"	"3652f268-d86f-55d6-935d-d3bdc487aae6"	"T2-L-079"	"budget/main-text-estimate-basis"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/budget"	"4e1e1201-94b8-5a7a-8737-edc4c62881ff"	"T2-L-066"	"budget/reviewer-inline-cost-reading"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/budget"	"2f5f9039-e038-51c1-8af0-21a78772c512"	"T2-L-141"	"budget/main-text-revision-consistency"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/budget"	"f7a16d08-fbe2-5508-890d-cdbf70c1146e"	"T2-L-142"	"budget/main-text-space-cost"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/budget"	"2ca1d5a1-d78a-55b2-ab21-fd6ad73366b4"	"T2-L-143"	"budget/author-detached-table-omission"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/compensation"	"0ae46268-cca7-57d5-a0ee-6eb3b85cda84"	"T2-L-046"	"compensation/base-hourly-rate"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/compensation"	"bdda6e22-ea06-5a13-8854-67f7521724db"	"T2-L-047"	"compensation/modality-burden"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/compensation"	"f49b1d0a-7a1a-53b5-b7fc-815cc2cc134a"	"T2-L-053"	"compensation/participation-time"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/compensation"	"1f4d05e4-2a79-572c-8050-beb1464fb781"	"T2-L-048"	"compensation/payment-method"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/compensation"	"abcba764-6f35-5dae-bb3d-7860fb72ccf2"	"T2-L-049"	"compensation/payment-method-finality"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/compensation"	"c6a28f37-1a7c-5dbd-b75c-c829f0461504"	"T2-L-050"	"compensation/modality-rate"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/compensation"	"874de649-9c04-5960-b3a9-e68356ef666c"	"T2-L-067"	"compensation/participant-fairness"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/compensation"	"529559f5-850d-5920-8e27-0b1e7138dc36"	"T2-L-144"	"compensation/repeated-session-burden"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/compensation"	"c8be56ee-860a-5f6c-abbf-02c8dbc59eb5"	"T2-L-145"	"compensation/partial-session-payment"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/compensation"	"bdac8cf8-dd11-5794-b4b2-9774ff344436"	"T2-L-146"	"compensation/author-session-only-estimate"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/review"	"0dda8eb3-3287-5bb6-9b26-b1c00cc038d9"	"T2-L-032"	"review/substantive-pass"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/review"	"c8e0c9dd-dc4a-5a7d-9a82-e7ee449a4b25"	"T2-L-040"	"review/question-prototype-consistency"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/review"	"f93c5baa-3c2b-5e37-b07b-0b00e8b22ab9"	"T2-L-091"	"review/task-measure-consistency"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/review"	"8dae0ad6-2a6d-5d99-98db-b0d48a1140e5"	"T2-L-092"	"review/evidence-decision-consistency"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/review"	"0f89ab25-d9ee-5669-aa99-a0fe07803915"	"T2-L-045"	"review/logic-consistency"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/review"	"3e4a9a3b-abc2-54ed-9b87-f81abf61b541"	"T2-L-068"	"review/reviewer-question-prototype-confidence"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/review"	"fb785649-1947-5e7d-aafb-308f14fb21b4"	"T2-L-093"	"review/reviewer-task-measure-confidence"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor1/review"	"02f8ddd8-32b0-5e3b-b358-5e0472a6e0d2"	"T2-L-094"	"review/reviewer-evidence-decision-confidence"	"[]"	"null"	""	""
