"task"	"profile"	"context"	"memory_uid"	"fixture_id"	"locator"	"audiences"	"verified"	"impact_en"	"impact_ko"
"1"	"task-1-campus-authority"	"campus-wiki/building-access"	"7da885c1-0515-516c-ad1f-2a445db9b324"	"T1-W-064"	"campus-wiki/building-access/23-explain-door-roles"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/building-access"	"27f6e089-b303-59da-ba5d-4a845961c466"	"T1-W-065"	"campus-wiki/building-access/24-no-live-lock-state"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/building-access"	"5e9fc7b5-cfb8-5e3f-9a53-35568e0fd216"	"T1-W-066"	"campus-wiki/building-access/25-follow-site-signage"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/building-access"	"bb601c38-6e41-5328-a7e0-117a8a101e49"	"T1-W-067"	"campus-wiki/building-access/26-no-tailgating"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/building-access"	"efffd1fe-923a-5f12-bd50-afd997a41209"	"T1-W-068"	"campus-wiki/building-access/27-emergency-exits"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/building-access"	"2b2642c9-32ff-51d5-8a3c-e48d64e191ea"	"T1-W-069"	"campus-wiki/building-access/28-automatic-door-hours"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/building-access"	"e55771f0-7a62-5b9e-aa16-97beafed30fe"	"T1-W-070"	"campus-wiki/building-access/29-service-animals"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/building-access"	"2ed45e16-4f36-5ecd-919e-65c622c1b493"	"T1-W-071"	"campus-wiki/building-access/30-no-indoor-riding"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/building-access"	"9374def9-c634-5af1-96d8-4d7163608027"	"T1-W-072"	"campus-wiki/building-access/31-stroller-access"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/building-access"	"70fe5986-785a-51be-ad59-3e53aab0abb7"	"T1-W-073"	"campus-wiki/building-access/32-tour-groups"	"[""visitor""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/building-access"	"411fa9fb-6bf1-5514-8433-d6e1c186260c"	"T1-W-074"	"campus-wiki/building-access/33-contractor-check-in"	"[""construction-facilities""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/building-access"	"66b1d3f3-b59f-572a-a729-012a3101cb98"	"T1-W-075"	"campus-wiki/building-access/34-return-visitor-pass"	"[""visitor""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/building-access"	"e99d3f15-48ee-5dc7-8eb2-52ea2d725a09"	"T1-W-076"	"campus-wiki/building-access/35-lost-credential"	"[""student"", ""staff""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/building-access"	"430563f2-c0f4-53ee-9846-2ecd3f57877c"	"T1-W-077"	"campus-wiki/building-access/36-accessible-automatic-door"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/building-access"	"2052527b-612c-5af8-974a-ed21323a3b1a"	"T1-W-078"	"campus-wiki/building-access/37-vestibule"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/building-access"	"5bf2c18d-2844-5471-a790-fa6b4689fb37"	"T1-W-079"	"campus-wiki/building-access/38-night-access-policy"	"[""student"", ""staff""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/building-access"	"38a17415-7c46-562c-bb10-9fa23de62291"	"T1-W-080"	"campus-wiki/building-access/39-affiliation-status"	"[""student"", ""staff""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/building-access"	"625a9fcb-4609-5a1d-b6af-437e5c722458"	"T1-W-081"	"campus-wiki/building-access/40-mobile-support-varies"	"[""student"", ""staff""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/building-access"	"f3f4e4ff-720d-520f-ae1f-53823c277f1e"	"T1-W-082"	"campus-wiki/building-access/41-event-entrance"	"[""visitor""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/building-access"	"e3435ec0-eae9-560c-a2ef-76a89761386a"	"T1-W-083"	"campus-wiki/building-access/42-event-entrance-hours"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/building-access"	"a24cd65b-b2c3-515e-997b-77a6e143c992"	"T1-W-084"	"campus-wiki/building-access/43-group-arrival-notice"	"[""student""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/building-access"	"22dcad33-41cd-5b46-9df6-a98d005f03f3"	"T1-W-085"	"campus-wiki/building-access/44-obstruction-reporting"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/building-access"	"da9f2a7d-5b3d-532d-928b-bab7c97f500b"	"T1-W-086"	"campus-wiki/building-access/45-onsite-access-help"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"a0700edb-d51a-54f3-88e9-6096cec36b1e"	"T1-W-011"	"campus-wiki/event-relocations/01"	"[""all""]"	"null"	"Update Target"	"수정 대상"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"63986020-57b0-574d-aa13-277405aed516"	"T1-W-138"	"campus-wiki/event-relocations/01-campus-meetings"	"[""all""]"	"null"	"Update Target"	"수정 대상"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"a2ec4e87-1f0c-5c29-af2c-5bb560286a2e"	"T1-W-012"	"campus-wiki/event-relocations/02-recess-viewing"	"[""all""]"	"null"	"Update Target"	"수정 대상"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"11e4782c-aad4-580a-9620-beab3072266d"	"T1-W-104"	"campus-wiki/event-relocations/02-recess-events"	"[""all""]"	"null"	"Update Target"	"수정 대상"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"ec3a4511-80d6-5881-9623-25a75c6a0899"	"T1-W-013"	"campus-wiki/event-relocations/03-separate-services"	"[""all""]"	"null"	"Impact Assessment Support"	"영향 판정 지원"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"a224b6db-0154-5174-86ff-9c1dfa558762"	"T1-W-105"	"campus-wiki/event-relocations/03-separate-entrance"	"[""all""]"	"null"	"Impact Assessment Support"	"영향 판정 지원"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"50369ec7-7a24-55e3-898c-d9dc9a4c86ed"	"T1-W-014"	"campus-wiki/event-relocations/04-confirmed-spaces"	"[""all""]"	"null"	"Impact Assessment Support"	"영향 판정 지원"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"a3c819d4-5ec6-5622-a27f-ce8b6e18b2d0"	"T1-W-106"	"campus-wiki/event-relocations/04-no-unchecked-booking"	"[""all""]"	"null"	"Impact Assessment Support"	"영향 판정 지원"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"2a0f0a0e-1930-5983-9074-de449f8669d5"	"T1-W-015"	"campus-wiki/event-relocations/05"	"[""all""]"	"null"	"Update Target"	"수정 대상"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"ed4e7c60-edeb-59e3-a590-f6e359069f77"	"T1-W-016"	"campus-wiki/event-relocations/06-compare-space-hours"	"[""all""]"	"null"	"Update Target"	"수정 대상"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"0170aa1a-9723-5f87-9aa3-37150022f6ac"	"T1-W-139"	"campus-wiki/event-relocations/06-compare-hours"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"1929991c-36ee-5897-9409-d83400120362"	"T1-W-107"	"campus-wiki/event-relocations/06-no-reservations"	"[""all""]"	"null"	"Update Target"	"수정 대상"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"c7b42a0e-e4c9-53d2-b2b5-87307bb4957f"	"T1-W-108"	"campus-wiki/event-relocations/06-no-seat-guarantee"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"a1b88b90-3b59-5f36-8ac4-e45f1962ae64"	"T1-W-017"	"campus-wiki/event-relocations/07-class-use"	"[""student"", ""staff""]"	"null"	"Missing Context"	"누락 보완"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"c4fe128d-067a-528d-8ef8-b2810e56884c"	"T1-W-140"	"campus-wiki/event-relocations/07-floor-6-class-use"	"[""student"", ""staff""]"	"null"	"Missing Context"	"누락 보완"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"b79a722a-c043-5e7f-8469-1c761d85219a"	"T1-W-109"	"campus-wiki/event-relocations/07-check-class-schedule"	"[""student"", ""staff""]"	"null"	"Missing Context"	"누락 보완"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"4bc2268d-5966-53bd-9501-e8fb0861ddd0"	"T1-W-131"	"campus-wiki/event-relocations/08"	"[""all""]"	"null"	"Update Target"	"수정 대상"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"d8cc31a3-a547-5691-92a9-efcb1c96367d"	"T1-W-087"	"campus-wiki/event-relocations/09-public-room-directory"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"087bb085-9bc8-57f3-83ee-7e90895904ef"	"T1-W-088"	"campus-wiki/event-relocations/10-booking-portal"	"[""student"", ""staff""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"bf506b28-8854-567c-80de-477512ae1f11"	"T1-W-089"	"campus-wiki/event-relocations/11-check-capacity"	"[""student"", ""staff""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"5015ee36-4f8c-54c7-ae80-caa21c1c837f"	"T1-W-090"	"campus-wiki/event-relocations/12-accessible-seating"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"bc10fe3c-0618-5c74-91c9-e50ef58d287e"	"T1-W-091"	"campus-wiki/event-relocations/13-campus-sponsor"	"[""visitor"", ""staff""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"a2b87746-8b25-5f2e-b5f9-78b2d8f8281d"	"T1-W-092"	"campus-wiki/event-relocations/14-student-group-account"	"[""student""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"f995af31-6820-58b1-a805-3d2d03c75014"	"T1-W-093"	"campus-wiki/event-relocations/15-confirmation-receipt"	"[""student"", ""staff""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"cc720c59-0014-5460-9ccc-94316c641a3c"	"T1-W-094"	"campus-wiki/event-relocations/16-recurring-events"	"[""student"", ""staff""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"a72cb1ad-ea1d-5e17-a5cd-06b082340d0d"	"T1-W-095"	"campus-wiki/event-relocations/17-setup-teardown"	"[""student"", ""staff""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"c70f4d03-7cc1-528b-a5f8-5944c2012b10"	"T1-W-096"	"campus-wiki/event-relocations/18-reset-furniture"	"[""student"", ""staff""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"55540a25-fbd0-5cc8-b2db-b83ac4042735"	"T1-W-097"	"campus-wiki/event-relocations/19-check-food-policy"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"9e496450-0188-5f64-84b2-295cd1e9c5da"	"T1-W-098"	"campus-wiki/event-relocations/20-av-support-request"	"[""student"", ""staff""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"819beea8-c827-53e1-9a95-cb22de35f9ee"	"T1-W-099"	"campus-wiki/event-relocations/21-signage-safety"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"a4c8e1a2-81e8-52a5-92cd-c79a382cb671"	"T1-W-167"	"campus-wiki/event-relocations/22-compare-capacity"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"7795aa61-2921-549b-996c-64240f8e9b2a"	"T1-W-168"	"campus-wiki/event-relocations/23-no-participant-list"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"fdae8ad0-8b99-543b-8c09-f0af60653036"	"T1-W-169"	"campus-wiki/event-relocations/24-no-approval-guarantee"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"232cd8db-6319-5bd0-a4b9-5861838268e3"	"T1-W-170"	"campus-wiki/event-relocations/25-check-calendar-notices"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"3329f2cc-afc5-559f-bc3b-ea82df8881d1"	"T1-W-171"	"campus-wiki/event-relocations/26-no-tentative-confirmation"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"f986e70e-4775-5ab3-9d8e-3ea9fc3df540"	"T1-W-172"	"campus-wiki/event-relocations/27-visitor-hours-question"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"13211336-6483-5331-96e5-24490ce7da63"	"T1-W-173"	"campus-wiki/event-relocations/28-organizer-loading-needs"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"22f9c5bf-d01c-59e0-90e3-0cf93bdae8b6"	"T1-W-174"	"campus-wiki/event-relocations/29-access-request"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"e9c632bf-da2a-5b8a-86c0-87da4a8f3ffc"	"T1-W-175"	"campus-wiki/event-relocations/30-relative-capacity"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"8ec61da7-e53e-5ef4-b7e6-edafc872ffd8"	"T1-W-176"	"campus-wiki/event-relocations/31-gallery-hours"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"5fa014b2-5fca-581b-b07a-7990cea080af"	"T1-W-177"	"campus-wiki/event-relocations/32-flexible-meeting-area"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"bb2aa827-e021-5b02-b7ed-e005ca2c291b"	"T1-W-178"	"campus-wiki/event-relocations/33-auditorium-desk"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"cc2a4dc4-bf8a-5902-8ee1-c3c334549ef2"	"T1-W-179"	"campus-wiki/event-relocations/34-vendor-coordination"	"[""visitor"", ""staff""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"5bc6cebc-fff5-59e7-bec6-b6d8d83feb35"	"T1-W-180"	"campus-wiki/event-relocations/35-public-cancellation"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"a32a3a9f-4d3e-5727-a91a-ce827831d7d2"	"T1-W-181"	"campus-wiki/event-relocations/36-holiday-availability"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"ff9fa75e-f040-54a7-b4b6-30153da4eebd"	"T1-W-182"	"campus-wiki/event-relocations/37-emergency-priority"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"83b95f40-46ad-54f6-b535-85e99a83ee99"	"T1-W-183"	"campus-wiki/event-relocations/38-confirm-building-floor"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"d68f7446-40e6-54bf-b812-313b2595c2c8"	"T1-W-184"	"campus-wiki/event-relocations/39-event-lost-property"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"4510b985-b70a-5606-8bbe-98bf494ab656"	"T1-W-185"	"campus-wiki/event-relocations/40-event-photography"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/event-relocations"	"2fa16a36-c2d4-5fcd-ad8f-29780fc0bf06"	"T1-W-186"	"campus-wiki/event-relocations/41-separate-public-private"	"[""all""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/temporary-parking"	"5d690022-0ab6-52ed-b6a1-77d719c8c6ce"	"T1-W-018"	"campus-wiki/temporary-parking/01"	"[""all""]"	"null"	"Update Target"	"수정 대상"
"1"	"task-1-campus-authority"	"campus-wiki/temporary-parking"	"6960c0ca-295d-5449-91dc-d9293a6bb79d"	"T1-W-019"	"campus-wiki/temporary-parking/02"	"[""all""]"	"null"	"Update Target"	"수정 대상"
"1"	"task-1-campus-authority"	"campus-wiki/temporary-parking"	"67d07765-ac5f-58f6-b7a5-f733cc4228d2"	"T1-W-020"	"campus-wiki/temporary-parking/03"	"[""all""]"	"null"	"Update Target"	"수정 대상"
"1"	"task-1-campus-authority"	"campus-wiki/temporary-parking"	"489960d6-711f-55d0-a410-16bcd6e9acf8"	"T1-W-021"	"campus-wiki/temporary-parking/04"	"[""all""]"	"null"	"Update Target"	"수정 대상"
"1"	"task-1-campus-authority"	"campus-wiki/temporary-parking"	"df455ec8-c30d-5607-a9b8-8f84d93f0617"	"T1-W-022"	"campus-wiki/temporary-parking/05-separate-access-road"	"[""all""]"	"null"	"Impact Assessment Support"	"영향 판정 지원"
"1"	"task-1-campus-authority"	"campus-wiki/temporary-parking"	"6a37c02f-4843-579f-b5b1-f90d6dbd0e5a"	"T1-W-110"	"campus-wiki/temporary-parking/05-outside-work-zone"	"[""all""]"	"null"	"Impact Assessment Support"	"영향 판정 지원"
"1"	"task-1-campus-authority"	"campus-wiki/temporary-parking"	"a81363fe-3ae5-5213-a555-e447515a1a73"	"T1-W-023"	"campus-wiki/temporary-parking/06"	"[""all""]"	"null"	"Impact Assessment Support"	"영향 판정 지원"
"1"	"task-1-campus-authority"	"campus-wiki/temporary-parking"	"ccf54508-b01d-5fe5-bad3-083e3ce211cd"	"T1-W-024"	"campus-wiki/temporary-parking/07-no-campuswide-generalization"	"[""all""]"	"null"	"Impact Assessment Support"	"영향 판정 지원"
"1"	"task-1-campus-authority"	"campus-wiki/temporary-parking"	"1a4e603c-7f69-5bfc-b974-281dc8618326"	"T1-W-111"	"campus-wiki/temporary-parking/07-check-alternatives"	"[""all""]"	"null"	"Impact Assessment Support"	"영향 판정 지원"
"1"	"task-1-campus-authority"	"campus-wiki/temporary-parking"	"3bd9a7e3-af83-5d3d-9cca-0a3926c446e1"	"T1-W-025"	"campus-wiki/temporary-parking/08"	"[""visitor""]"	"null"	"Update Target"	"수정 대상"
"1"	"task-1-campus-authority"	"campus-wiki/temporary-parking"	"879b70b3-1404-559c-9cdb-9fdca1289e44"	"T1-W-141"	"campus-wiki/temporary-parking/08-visitor-accessible-dropoff"	"[""visitor""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/temporary-parking"	"c89147c1-1b06-5e93-97a1-85d59fd33e57"	"T1-W-142"	"campus-wiki/temporary-parking/08-visitor-loading"	"[""visitor""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/temporary-parking"	"c9b6827a-36c3-5895-916c-a7066f398f5b"	"T1-W-143"	"campus-wiki/temporary-parking/08-staff-parking"	"[""staff""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/temporary-parking"	"07101ab9-cebf-5fd6-8967-2ea16a80d03d"	"T1-W-144"	"campus-wiki/temporary-parking/08-staff-accessible-dropoff"	"[""staff""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/temporary-parking"	"39b76444-a4f8-53c2-ae7d-9ee71de43eea"	"T1-W-145"	"campus-wiki/temporary-parking/08-staff-loading"	"[""staff""]"	"null"	"Unaffected"	"비영향"
"1"	"task-1-campus-authority"	"campus-wiki/temporary-parking"	"9514e9f2-d556-50dc-8739-01c37b3322fc"	"T1-W-026"	"campus-wiki/temporary-parking/09-explain-status-connections"	"[""all""]"	"null"	"Update Target"	"수정 대상"
